customer_unique_id,precision_at_10,recall_at_10,hit,system
011575986092c30523ecb71ff10cb473,0.0,0.0,0,Most-Popular
012452d40dafae4df401bced74cdb490,0.0,0.0,0,Most-Popular
0178b244a5c281fb2ade54038dd4b161,0.0,0.0,0,Most-Popular
01f2285f85a1c603eb7ef755ad311769,0.0,0.0,0,Most-Popular
02e9109b7e0a985108b43e573b6afb23,0.0,0.0,0,Most-Popular
02e9827c15167f699df7bf90d326ffdb,0.0,0.0,0,Most-Popular
038301b43811478e1a8dc0e476eaf52e,0.0,0.0,0,Most-Popular
03d4953a455f8489e712ea80699de878,0.0,0.0,0,Most-Popular
041caba6a63ace5818387698ea85cdb2,0.0,0.0,0,Most-Popular
070acf4df1234a6257809e4e79644481,0.0,0.0,0,Most-Popular
071bb277b0146da77fac31e70657815e,0.0,0.0,0,Most-Popular
078f7e669cebf2fb640d0ad0dabb3068,0.0,0.0,0,Most-Popular
07b1b60bca2b6326fa2adb259ea4a55f,0.0,0.0,0,Most-Popular
07f765655f560c8624267665ce23675a,0.0,0.0,0,Most-Popular
07ff81a9676efa0286ddd3f09e7c0063,0.0,0.0,0,Most-Popular
0807baeeeaa1309effbd9a9dee41ab17,0.0,0.0,0,Most-Popular
083ce299ea3fc1eba79bd0b17f64555b,0.0,0.0,0,Most-Popular
0895c61a77b305efdfad13596c749c60,0.0,0.0,0,Most-Popular
08c07c761592a71b85136aa4fe76a6f4,0.0,0.0,0,Most-Popular
08e5b38d7948d37fbb2a59fc5e175ab1,0.0,0.0,0,Most-Popular
099fad9e8f7dfbd0412c300bcc697e0b,0.0,0.0,0,Most-Popular
09baec50afccbb414f24bf8e0bc7c020,0.0,0.0,0,Most-Popular
0ad7cb4f48f2a2cf5080e3c19c7cf98c,0.0,0.0,0,Most-Popular
0c10e674d1504f959a7f2e504148c296,0.0,0.0,0,Most-Popular
0c1201c04330536234aaa49b396745d4,0.0,0.0,0,Most-Popular
0c32aa09e8eced3ea26c2a013b7b75e9,0.0,0.0,0,Most-Popular
0d51e04ae0b1d341e4f49812d1f4fbe2,0.0,0.0,0,Most-Popular
0d7241c7fb49c1be6e75c9fe99e0822c,0.0,0.0,0,Most-Popular
0dc81b520ef7db9cb44bb075e129dcf8,0.0,0.0,0,Most-Popular
0ee57f62666561b72f2ceacad0230cbf,0.0,0.0,0,Most-Popular
0ef7b906320b21fe4d39f99496aaa2d8,0.0,0.0,0,Most-Popular
0efd5025e6544ef110881866b945d0cc,0.0,0.0,0,Most-Popular
0f1bd80ed58b9d0f45dca1bb396d8ac9,0.0,0.0,0,Most-Popular
0f64cafdb3e1e4806c99ff165305e27f,0.0,0.0,0,Most-Popular
1041688b50cfd8ef6df6086a1746a30c,0.0,0.0,0,Most-Popular
110991b379efbcebb0d35cbd20bf9698,0.0,0.0,0,Most-Popular
11e95918d6816403858e8314a3503f4c,0.0,0.0,0,Most-Popular
124bc956b56b1523d2a75b29a856085d,0.0,0.0,0,Most-Popular
124ef8d5acc80858c69d34e3e08b572d,0.0,0.0,0,Most-Popular
12d8b5ed661190a3a08183644dfc504d,0.0,0.0,0,Most-Popular
130f4a32887cc549621b3c6cf36bf77e,0.0,0.0,0,Most-Popular
13473af264dea0facd893d6516900b22,0.0,0.0,0,Most-Popular
1373e04979cfa0fb2092909abbd57f25,0.0,0.0,0,Most-Popular
139093b1c6e7e3108ac0469ce43bfb99,0.0,0.0,0,Most-Popular
13bf0b4120921402dff563cda4383ff6,0.0,0.0,0,Most-Popular
142dc6250eac579893595d9889411834,0.0,0.0,0,Most-Popular
1450ca0539e1e64a77c08ba841c8be94,0.0,0.0,0,Most-Popular
1506abf10c09a2872e24d79f33e4eb12,0.0,0.0,0,Most-Popular
1741b0bef7ccbc530ba7287000d5f49f,0.0,0.0,0,Most-Popular
176df29483e4fb6ce1d6dd1c824ad72d,0.0,0.0,0,Most-Popular
18186af785c301b05127a291eac901e1,0.0,0.0,0,Most-Popular
18753de7f8b65856d23473280e71ceb2,0.0,0.0,0,Most-Popular
18a65d67bb184e736656cc017f09f7b8,0.0,0.0,0,Most-Popular
18bc87094128bbfe943cf88adcf72059,0.0,0.0,0,Most-Popular
18d61a27f478cd6201df948578f814f9,0.0,0.0,0,Most-Popular
1912afd96bbe171633bb73727487ef85,0.0,0.0,0,Most-Popular
19bedfc18c92d4e7eb6ba318a6c2033c,0.0,0.0,0,Most-Popular
19de4cc79e2c2986e70b155b7631f61c,0.0,0.0,0,Most-Popular
19f735a9a58a187253055f9d4bcc2bb6,0.0,0.0,0,Most-Popular
1a13743254d9c8e6360106295947932f,0.0,0.0,0,Most-Popular
1a281fe9f53ee457dacd2c9e8ccf861f,0.0,0.0,0,Most-Popular
1a328a664417dc7cbff0ed7df49f5a3d,0.0,0.0,0,Most-Popular
1ac4011bec2c0d9ce8eceb56bb1142c7,0.0,0.0,0,Most-Popular
1af3dcbc89998031651925e3994eab18,0.0,0.0,0,Most-Popular
1b6e96ed99cb8d135efe220d761bbd67,0.0,0.0,0,Most-Popular
1b7b7f9631cd453251d0b328c9b38a2a,0.0,0.0,0,Most-Popular
1b9d0a0c0fd5211ae01a554419120554,0.0,0.0,0,Most-Popular
1c553721323d2cf153d114724b92118e,0.0,0.0,0,Most-Popular
1c628081cb579ed6035b9aa8614e69f4,0.0,0.0,0,Most-Popular
1ca845c3b11ba93c4ac5182ab9c1197e,0.0,0.0,0,Most-Popular
1cbda36ee89944baa7a738ddbdc4679a,0.0,0.0,0,Most-Popular
1d0be6ff723818bb810023b236405017,0.0,0.0,0,Most-Popular
1dcb4c54d17855c39899eb445551501c,0.0,0.0,0,Most-Popular
1e0926e360000226b237bf277aec3380,0.0,0.0,0,Most-Popular
1f9756abd497b76eeccb492bfe91df35,0.0,0.0,0,Most-Popular
2004ba7732339d9be65f2236d8887ae4,0.0,0.0,0,Most-Popular
2028c90d6c4523ae70a285c44010258a,0.0,0.0,0,Most-Popular
206b04b38a5dc8404458ec16edeca606,0.0,0.0,0,Most-Popular
20ae758fb6688386d9d1540f63d380e0,0.0,0.0,0,Most-Popular
21559d7ff0ebff720e5e160184338fed,0.1,1.0,1,Most-Popular
216ab90e27f18940cfac8f9f02fb4239,0.0,0.0,0,Most-Popular
220bcdd6ae284ed1a273d99003fa8a0e,0.0,0.0,0,Most-Popular
221d59abddcd719f3ec72c50078b9e31,0.0,0.0,0,Most-Popular
22ac8971f405f9520b3e7cf37e042ee7,0.0,0.0,0,Most-Popular
24072811917876a84c81166f96aed0c1,0.0,0.0,0,Most-Popular
24391449252cf6db04ce271b2a208d83,0.0,0.0,0,Most-Popular
243b99bd9ed8a3f460e7289d0a8df291,0.0,0.0,0,Most-Popular
25a1ad8a564d758f233c587cc657aa4b,0.0,0.0,0,Most-Popular
26a6e3e036636ef1d5636f98b66094cc,0.0,0.0,0,Most-Popular
26e025af2347c3968f6a578f853a9da2,0.0,0.0,0,Most-Popular
272f0ffe236b0bf765e14f5a2b577a6b,0.0,0.0,0,Most-Popular
2767f1bba0529fe3f48378c05ea40f0f,0.0,0.0,0,Most-Popular
282d49fddab8e95a8673a2a90072cf5c,0.0,0.0,0,Most-Popular
295c05e81917928d76245e842748184d,0.0,0.0,0,Most-Popular
297ec5afd18366f5ba27520cc4954151,0.0,0.0,0,Most-Popular
29d72fba272ad06ed0b2ac6351da042f,0.0,0.0,0,Most-Popular
29f8e372b3b1d42ad2e00a0b976bfc34,0.0,0.0,0,Most-Popular
2a17d0a71f5910d7207819f9ca9ec12b,0.0,0.0,0,Most-Popular
2a36404701b15c414647a2ec2102baba,0.0,0.0,0,Most-Popular
2a7f837de6a1999e457b8e3c5619156f,0.0,0.0,0,Most-Popular
2b5ffb4c42d26e466ad575ecce365aa2,0.0,0.0,0,Most-Popular
2be5dce8b491a7bc6a65d6e91bf49812,0.0,0.0,0,Most-Popular
2c45ab66a3dae52960147e76a35740ff,0.0,0.0,0,Most-Popular
2d14556024f4bbe01f147576097c42fe,0.0,0.0,0,Most-Popular
2d49eaf79111ff286fe657aadbed5a28,0.0,0.0,0,Most-Popular
2d5e5796e7901464c00407e69739c6db,0.0,0.0,0,Most-Popular
2ddc001b620bd90d0f4378cfde1db887,0.0,0.0,0,Most-Popular
2e49a3bbeb76297ee0ff49df39c2456c,0.0,0.0,0,Most-Popular
2ef9e79cf6bf3c0dac3b48c8dd46259e,0.0,0.0,0,Most-Popular
2f118e666b41b76a61d8cdbbc19f7735,0.0,0.0,0,Most-Popular
2fb6dae4fb3a2f917940978144362cd2,0.0,0.0,0,Most-Popular
313febe2adc914a7cb3f6e903f8e13cf,0.0,0.0,0,Most-Popular
31d332d20895c5c0baefe55207a0fead,0.0,0.0,0,Most-Popular
323ff9fd6b4a3edcdf3039e1fb213eb6,0.0,0.0,0,Most-Popular
327a01a6885ecfda06a3d5c50fb515c3,0.0,0.0,0,Most-Popular
32ea3bdedab835c3aa6cb68ce66565ef,0.0,0.0,0,Most-Popular
330fdaa06f93c0c6ffb4af7d79c1ef12,0.0,0.0,0,Most-Popular
33176de67c05eeed870fd49f234387a0,0.0,0.0,0,Most-Popular
33416ee3d4fa56400ec814d7b24bde02,0.0,0.0,0,Most-Popular
33b141e373b4f251b033f9ed33d6974d,0.0,0.0,0,Most-Popular
345759b8cb3d30586551de1ca6905df0,0.0,0.0,0,Most-Popular
35b45b906d1450b3540dc96692f58583,0.0,0.0,0,Most-Popular
36cfec707344b75d20e6c7ef583c3b8c,0.1,1.0,1,Most-Popular
3725c5b8c1cf5ee69158f66922a862c4,0.0,0.0,0,Most-Popular
37266d5c6bf5cb0700372d16599a9b21,0.0,0.0,0,Most-Popular
374fcbbfcf189ae177b2f955f9e74b3d,0.0,0.0,0,Most-Popular
387b38ebe598313ef56ef3df19b192af,0.0,0.0,0,Most-Popular
394ac4de8f3acb14253c177f0e15bc58,0.0,0.0,0,Most-Popular
397b44d5bb99eabf54ea9c2b41ebb905,0.0,0.0,0,Most-Popular
39fff7cb5873a7116b02234bd1e6c6dc,0.0,0.0,0,Most-Popular
3a43af6775cec872d9a3c80707eb3336,0.0,0.0,0,Most-Popular
3af90f255e824d1d53b3584a4e89ad58,0.0,0.0,0,Most-Popular
3d4f12dece1264e5d6321f1b7f003336,0.0,0.0,0,Most-Popular
3d93772915efa454a89bf52047b0b285,0.0,0.0,0,Most-Popular
3daa1c97a3155484f70c88b19c90dfb5,0.0,0.0,0,Most-Popular
3de0c9303f39b7ccfe69ca11aee19cc6,0.0,0.0,0,Most-Popular
3ea4185126195c34ed9949d8e406d570,0.0,0.0,0,Most-Popular
3f1ae9854823f7c0a8027bd994b2ce64,0.0,0.0,0,Most-Popular
3fdc39171d444e1a1cd4da98ac2e4adb,0.0,0.0,0,Most-Popular
3fe3e628c6c7a15ae96416826a4c5952,0.0,0.0,0,Most-Popular
3ff874206f1d7d1e3ffe12bc9c88c27c,0.0,0.0,0,Most-Popular
4041baa51d9eae8f5955ccd4f02bb044,0.0,0.0,0,Most-Popular
408aee96c75632a92e5079eee61da399,0.0,0.0,0,Most-Popular
4092bf290aa60e4f2d4a0dcc2f38c954,0.0,0.0,0,Most-Popular
41d57ab847e5ccbe403f46b07ee577d6,0.0,0.0,0,Most-Popular
4220ae19dee604e8c1dddccd4e535502,0.0,0.0,0,Most-Popular
423d40b193638955a782839886648464,0.0,0.0,0,Most-Popular
44b49176f1aca9533b67f3eedab0b2de,0.0,0.0,0,Most-Popular
44e64b7162915525578f601e73e72b16,0.0,0.0,0,Most-Popular
453c2895f29b6d9a47f8cb48e00b024b,0.0,0.0,0,Most-Popular
456f6d64ecda1b968375d3a68eabfb5c,0.0,0.0,0,Most-Popular
4577881f7a6c10d8eb6bd7f7a82ffa86,0.0,0.0,0,Most-Popular
45ca4053806ecd0f595c633184e0ff61,0.0,0.0,0,Most-Popular
45cfc55a4d5073c50be858369454fc0e,0.0,0.0,0,Most-Popular
4658b26bcea972ed0b86a5f8c61718be,0.0,0.0,0,Most-Popular
46da36c3df7118852b770394d1ba2be5,0.0,0.0,0,Most-Popular
46ed126bcf1df6e195dbc63d7c320983,0.0,0.0,0,Most-Popular
4702ba5faa8283e0f6b6a545cdaf8a9f,0.0,0.0,0,Most-Popular
473d9165586cfc6708841d07adf6c020,0.1,0.3333333333333333,1,Most-Popular
4755e6cf97a25760ab159e0457c84a29,0.0,0.0,0,Most-Popular
47c89a36acb8a73127ec91d0542289b5,0.0,0.0,0,Most-Popular
4827d6a02f010b9505e4af04c7fac522,0.0,0.0,0,Most-Popular
494e887fef923d79982b3c0e1ab49cdd,0.0,0.0,0,Most-Popular
495fe7ae31686381c8145b2936e761dc,0.0,0.0,0,Most-Popular
49c6b1ee895e59043bcd5e2135f08355,0.0,0.0,0,Most-Popular
49eb3e27a6fc361609658d710948cef7,0.0,0.0,0,Most-Popular
4ce423721c74231c174d0bb22367645a,0.0,0.0,0,Most-Popular
4cfa5155cf7cff8eb15e0b12041d058e,0.0,0.0,0,Most-Popular
4d5cbb095f36a674f6f4a852959ad11d,0.0,0.0,0,Most-Popular
4d7b6c39aa3c7b53acb8058e4094a593,0.0,0.0,0,Most-Popular
4d9e104764077f7dfae917c7cc803212,0.0,0.0,0,Most-Popular
4e1cce07cd5937c69dacac3c8b13d965,0.0,0.0,0,Most-Popular
4e2d666f4bbc94a8ded712172a433d65,0.0,0.0,0,Most-Popular
4e65032f1f574189fb793bac5a867bbc,0.0,0.0,0,Most-Popular
4f0c8db463d2261888faa81900eb33c1,0.0,0.0,0,Most-Popular
4f223a62631b82cfb22241007bbd60dc,0.0,0.0,0,Most-Popular
4f477c554c5bd165f95d62b409ac6425,0.0,0.0,0,Most-Popular
4facc2e6fbc2bffab2fea92d2b4aa7e4,0.0,0.0,0,Most-Popular
51d8d985d769925b981b4a34ddf6dfc6,0.0,0.0,0,Most-Popular
523b7915f240831d06b34ab9b804a200,0.0,0.0,0,Most-Popular
525e9dbf2f675f893b9f695d5ecefb31,0.1,1.0,1,Most-Popular
52abba659c0a219f8de7076dc33e0e83,0.0,0.0,0,Most-Popular
53e4d5ab8287848319f0220d47ee7ca0,0.0,0.0,0,Most-Popular
5457ae2c352c18e3bf5cba68301d96a8,0.0,0.0,0,Most-Popular
549a24530925587e2faddb35f667e458,0.0,0.0,0,Most-Popular
54e0a7cc9c09c591bd186e4569c7bf30,0.0,0.0,0,Most-Popular
556ffcdd6185be1c44ea83be3b1b5f86,0.0,0.0,0,Most-Popular
557b158701bedbb76b856eb5f3af51b1,0.0,0.0,0,Most-Popular
55efe0d41e47d41465ea4fb5f8badee0,0.0,0.0,0,Most-Popular
562b3bca5a8903b7451462b6e7aa6082,0.0,0.0,0,Most-Popular
56c8638e7c058b98aae6d74d2dd6ea23,0.0,0.0,0,Most-Popular
56e3a158ef88285f2c15a83db0b13d93,0.0,0.0,0,Most-Popular
56e80e4b4a777631c5399e3fd0d6ee85,0.0,0.0,0,Most-Popular
5709900c6ded8af6dfb28b043943368d,0.0,0.0,0,Most-Popular
574e36a816bf7a295404e686062fc0de,0.0,0.0,0,Most-Popular
575e8735ac3203bfb92c7d52919faf70,0.0,0.0,0,Most-Popular
57c6a5ac88fde55944675cc79c4d5db7,0.0,0.0,0,Most-Popular
580e86cc6d0c8eafede3d6f2fa4bf9ab,0.0,0.0,0,Most-Popular
58e2253f083d42930c64ca32b510a512,0.0,0.0,0,Most-Popular
5941ba7f91b519d195e16e34fcf61bac,0.0,0.0,0,Most-Popular
59d8d1ea35c02a6a070ee29944b0ea86,0.0,0.0,0,Most-Popular
5b59166412dd5595f77a43b217c39132,0.0,0.0,0,Most-Popular
5c2b5c09534917d37857557d37ed9205,0.0,0.0,0,Most-Popular
5c77da09750b42091c93c331d544ab53,0.0,0.0,0,Most-Popular
5c96017028584678dd28c139566b87c0,0.0,0.0,0,Most-Popular
5d323409404dee6bdb0f6cf9ef828dae,0.0,0.0,0,Most-Popular
5d63628c95182301765aa1482b0293aa,0.0,0.0,0,Most-Popular
5d7ff357d021646cf8adf2601713f624,0.0,0.0,0,Most-Popular
5d923ccb7548741c453df5a825da2515,0.0,0.0,0,Most-Popular
5f45aa4ef9b8fb99b95d33a970bb64a7,0.0,0.0,0,Most-Popular
5faabfe6772088c4d906b63fa81ac63d,0.0,0.0,0,Most-Popular
6084496782926c56bf04c556331bf884,0.0,0.0,0,Most-Popular
60f874c577dc096ecd52bd0bf6bd5942,0.0,0.0,0,Most-Popular
6287d15cdf992224e7bb7010c69c4095,0.0,0.0,0,Most-Popular
